Year,Month,LoadFactorDomestic,PassengersDomestic
2016,4,83.81,"1,562,407"
2016,5,84.58,"1,692,060"
2016,6,89.41,"1,831,928"
2016,7,85.88,"1,867,664"
2016,8,84.21,"1,847,614"
2016,9,84.78,"1,677,495"
2016,10,84.26,"1,694,169"
2016,11,84.43,"1,618,603"
2016,12,83.26,"1,622,782"
2016,TOTAL,84.38,"19,675,620"
2017,1,77.89,"1,354,688"
2017,2,79.39,"1,272,236"
2017,3,85.54,"1,633,065"
2017,4,86.36,"1,615,999"
2017,5,84.2,"1,701,768"
2017,6,87.7,"1,878,786"
2017,7,85.77,"1,959,895"
2017,8,84.4,"1,983,282"
2017,9,82.89,"1,730,426"
2017,10,82.68,"1,801,204"
2017,11,84.79,"1,746,901"
2017,12,82.38,"1,758,942"
2017,TOTAL,83.84,"20,437,192"
2018,1,76.3,"1,467,190"
2018,2,80,"1,424,501"
2018,3,85.57,"1,743,189"
2018,4,84.61,"1,743,952"
2018,5,83.55,"1,821,613"
2018,6,89.7,"1,978,438"
2018,7,88.03,"2,030,585"
2018,8,85.78,"2,008,993"
2018,9,79.98,"1,657,768"
2018,10,84.41,"1,776,742"
2018,11,84.26,"1,672,312"
2018,12,82.35,"1,669,788"
2018,TOTAL,83.93,"20,995,071"
2019,1,77.21,"1,417,061"
2019,2,80.28,"1,325,563"
2019,3,86,"1,684,616"
2019,4,84.59,"1,666,140"
2019,5,86.58,"1,759,229"
2019,6,92.08,"1,942,368"
2019,7,88.33,"1,972,129"
2019,8,85.64,"2,055,819"
2019,9,82.52,"1,531,452"
2019,10,84.85,"1,732,111"
2019,11,82.92,"1,598,146"
2019,12,86.59,"1,696,872"
2019,TOTAL,85.05,"20,381,506"
2020,1,77.19,"1,431,079"
2020,2,77.45,"1,381,182"
2020,3,42.12,"667,874"
2020,4,12.52,"46,810"
2020,5,34.11,"117,219"
2020,6,50.79,"240,512"
2020,7,41.43,"323,344"
2020,8,40.79,"348,349"
2020,TOTAL,56.75,"4,556,369"
,,,
Note: All numbers are for scheduled services.,,,
,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,
