Year,Month,LoadFactorDomestic,PassengersDomestic
2011,11,82.93,"1,067,006"
2011,12,79.83,"1,059,856"
2011,TOTAL,81.94,"12,963,448"
2012,1,75.14,"962,301"
2012,2,77.21,"927,574"
2012,3,81.8,"1,092,524"
2012,4,79.52,"1,050,078"
2012,5,80.05,"1,097,404"
2012,6,83.15,"1,117,429"
2012,7,84.52,"1,132,311"
2012,8,85.89,"1,170,296"
2012,9,78.93,"1,001,650"
2012,10,84.98,"1,050,837"
2012,11,83.23,"1,070,113"
2012,12,81.43,"1,025,705"
2012,TOTAL,81.46,"12,698,222"
2013,1,77.15,"966,537"
2013,2,79.95,"945,271"
2013,3,84.28,"1,117,379"
2013,4,80.61,"1,042,395"
2013,5,84.36,"1,105,044"
2013,6,87.16,"1,122,843"
2013,7,86.85,"1,148,232"
2013,8,86.73,"1,166,352"
2013,9,80.55,"999,226"
2013,10,83.56,"1,095,178"
2013,11,78.82,"999,257"
2013,12,85.88,"1,045,785"
2013,TOTAL,83.1,"12,753,499"
2014,1,80.32,"942,728"
2014,2,80.3,"854,841"
2014,3,82.07,"1,088,010"
2014,4,84.1,"1,107,320"
2014,5,83.84,"1,141,213"
2014,6,85.66,"1,133,551"
2014,7,88.48,"1,184,043"
2014,8,86.69,"1,186,005"
2014,9,79.37,"1,024,989"
2014,10,83.86,"1,126,989"
2014,11,77.93,"984,134"
2014,12,81.57,"1,017,305"
2014,TOTAL,83.02,"12,791,128"
2015,1,72.82,"877,352"
2015,2,79.62,"884,986"
2015,3,83.92,"1,069,602"
2015,4,83.97,"1,079,528"
2015,5,83.79,"1,136,860"
2015,6,85.92,"1,165,864"
2015,7,89.95,"1,259,808"
2015,8,88.15,"1,231,296"
2015,9,81.65,"1,079,899"
2015,10,87.25,"1,165,888"
2015,11,82.58,"1,086,035"
2015,12,82.98,"1,052,748"
2015,TOTAL,83.78,"13,089,866"
2016,1,78.39,"902,954"
2016,2,77.59,"891,251"
2016,3,84.01,"1,110,274"
2016,4,80.64,"1,059,871"
2016,5,83.34,"1,130,913"
2016,6,87.43,"1,166,600"
2016,7,87.3,"1,177,711"
2016,8,86.17,"1,173,669"
2016,9,83.16,"1,038,613"
2016,10,85.49,"1,098,865"
2016,11,81.94,"1,008,833"
2016,12,81.23,"977,118"
2016,TOTAL,83.24,"12,736,672"
2017,1,77.11,"890,893"
2017,2,78.89,"828,923"
2017,3,83.57,"1,036,182"
2017,4,85.75,"1,068,094"
2017,5,84.08,"1,095,935"
2017,6,86.85,"1,128,715"
2017,7,86.37,"1,134,580"
2017,8,86.26,"1,146,089"
2017,9,81.54,"969,853"
2017,10,85.5,"1,109,282"
2017,11,84.49,"1,053,535"
2017,12,81.41,"1,030,235"
2017,TOTAL,83.66,"12,492,316"
2018,1,78.33,"941,696"
2018,2,79.92,"916,356"
2018,3,86.99,"1,067,949"
2018,4,82.88,"1,111,036"
2018,5,84.21,"1,178,546"
2018,6,87.54,"1,266,270"
2018,7,88.28,"1,259,592"
2018,8,86.87,"1,240,998"
2018,9,78.5,"1,035,117"
2018,10,83.69,"1,156,610"
2018,11,83.21,"1,093,846"
2018,12,80.06,"1,077,325"
2018,TOTAL,83.54,"13,345,341"
2019,1,76.88,"943,815"
2019,2,79.73,"913,657"
2019,3,85.45,"1,153,404"
2019,4,86.34,"1,168,277"
2019,5,85.52,"1,262,156"
2019,6,89.69,"1,268,144"
2019,7,90.82,"1,317,968"
2019,8,87.17,"1,316,097"
2019,9,80.97,"1,114,852"
2019,10,85.19,"1,238,392"
2019,11,82.33,"1,138,477"
2019,12,85.9,"1,178,385"
2019,TOTAL,84.91,"14,013,624"
2020,1,77.52,"986,338"
2020,2,79.4,"959,277"
2020,3,44.69,"519,136"
2020,4,11.63,"51,008"
2020,5,37.41,"137,263"
2020,6,60.08,"248,134"
2020,7,49.39,"410,916"
2020,8,49,"448,088"
2020,TOTAL,57.27,"3,760,160"
,,,
Note: All numbers are for scheduled services.,,,
,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,
