Year,Month,LoadFactorDomestic,PassengersDomestic
2018,7,89.4,"3,197,540"
2018,8,86.39,"3,134,239"
2018,9,82.15,"2,763,345"
2018,10,85.66,"3,009,275"
2018,11,84.32,"2,690,598"
2018,12,82.82,"2,669,613"
2018,TOTAL,84.94,"33,143,272"
2019,1,76.35,"2,143,700"
2019,2,80.03,"2,195,241"
2019,3,87.18,"2,866,758"
2019,4,83.54,"2,706,090"
2019,5,87.7,"3,043,845"
2019,6,89.94,"3,183,920"
2019,7,90.26,"3,244,314"
2019,8,87.38,"3,162,591"
2019,9,83.22,"2,836,512"
2019,10,85.5,"3,096,915"
2019,11,81.94,"2,714,177"
2019,12,87.59,"2,859,598"
2019,TOTAL,85.32,"34,053,661"
2020,1,78.71,"2,318,832"
2020,2,80.56,"2,314,761"
2020,3,47.58,"1,343,059"
2020,4,14.74,"120,249"
2020,5,43.26,"294,993"
2020,6,64.77,"533,814"
2020,7,56.06,"898,503"
2020,8,54.22,"974,682"
2020,TOTAL,61.26,"8,798,893"
,,,
,,,
,,,
,,,
