Year,Month,LoadFactorDomestic,PassengersDomestic
2009,9,76.9,"885,058"
2009,10,85.13,"1,003,404"
2009,11,77.06,"864,394"
2009,12,81.24,"870,135"
2009,TOTAL,79.7,"10,798,176"
2010,1,69.74,"747,377"
2010,2,78.16,"771,837"
2010,3,79,"945,457"
2010,4,82.68,"1,013,205"
2010,5,82.61,"989,513"
2010,6,85.67,"1,024,778"
2010,7,87.59,"1,095,972"
2010,8,88.2,"1,141,492"
2010,9,78.15,"962,202"
2010,10,86.85,"1,106,907"
2010,11,79.56,"987,393"
2010,12,80.27,"919,973"
2010,TOTAL,81.71,"11,706,106"
2011,1,74.17,"788,143"
2011,2,77.9,"806,685"
2011,3,79.94,"1,013,276"
2011,4,81.21,"1,037,339"
2011,5,83.99,"1,077,739"
2011,6,84.7,"1,101,076"
2011,7,87.59,"1,173,957"
2011,8,90.12,"1,159,265"
2011,9,81.1,"992,464"
2011,10,86.83,"1,093,102"
2011,11,83.02,"992,644"
2011,12,81.12,"941,340"
2011,TOTAL,82.86,"12,177,030"
2012,1,74.63,"828,007"
2012,2,79.04,"863,957"
2012,3,82.64,"1,027,666"
2012,4,84.93,"1,065,672"
2012,5,85.29,"1,082,526"
2012,6,87,"1,095,621"
2012,7,88.59,"1,147,085"
2012,8,89.87,"1,184,085"
2012,9,80.72,"967,462"
2012,10,89.26,"1,048,347"
2012,11,84.64,"1,006,294"
2012,12,83.12,"937,869"
2012,TOTAL,84.36,"12,254,591"
2013,1,78.74,"851,838"
2013,2,85.05,"839,888"
2013,3,84.39,"1,025,387"
2013,4,83.11,"1,069,384"
2013,5,83.73,"1,113,009"
2013,6,85.45,"1,151,250"
2013,7,87.74,"1,226,855"
2013,8,87.29,"1,242,467"
2013,9,81.08,"1,018,561"
2013,10,86.47,"1,143,898"
2013,11,79.91,"998,101"
2013,12,86.64,"1,033,100"
2013,TOTAL,84.3,"12,713,738"
2014,1,80.63,"848,220"
2014,2,84.39,"851,395"
2014,3,82.8,"1,067,856"
2014,4,85.28,"1,141,431"
2014,5,85.95,"1,171,691"
2014,6,86.45,"1,185,736"
2014,7,90.03,"1,275,046"
2014,8,89.65,"1,266,971"
2014,9,84.38,"1,083,619"
2014,10,87.79,"1,192,073"
2014,11,83.34,"1,033,434"
2014,12,86.02,"1,060,185"
2014,TOTAL,85.78,"13,177,657"
2015,1,79.84,"860,428"
2015,2,86.33,"841,979"
2015,3,85.55,"1,123,522"
2015,4,87.21,"1,189,899"
2015,5,86.09,"1,217,111"
2015,6,85.33,"1,238,512"
2015,7,89.64,"1,355,142"
2015,8,89.19,"1,340,996"
2015,9,83.27,"1,135,050"
2015,10,88.81,"1,278,149"
2015,11,83.43,"1,119,375"
2015,12,84.8,"1,088,298"
2015,TOTAL,85.97,"13,788,461"
2016,1,78.67,"941,623"
2016,2,83.62,"976,930"
2016,3,84.23,"1,168,850"
2016,4,85.27,"1,218,548"
2016,5,84.06,"1,280,593"
2016,6,85.8,"1,337,990"
2016,7,89.84,"1,405,695"
2016,8,88.5,"1,405,135"
2016,9,84.72,"1,210,196"
2016,10,89.03,"1,324,186"
2016,11,85.44,"1,219,288"
2016,12,85.01,"1,163,963"
2016,TOTAL,85.55,"14,652,997"
2017,1,78.37,"1,033,936"
2017,2,83.95,"999,905"
2017,3,85.45,"1,235,820"
2017,4,85.98,"1,299,133"
2017,5,85.25,"1,356,118"
2017,6,86.3,"1,374,806"
2017,7,88.61,"1,433,541"
2017,8,88.05,"1,464,437"
2017,9,81.53,"1,220,076"
2017,10,88.4,"1,418,973"
2017,11,84.77,"1,280,727"
2017,12,82.68,"1,210,681"
2017,TOTAL,85.14,"15,328,153"
2018,1,74.97,"1,027,783"
2018,2,81.96,"1,096,046"
2018,3,84.64,"1,258,900"
2018,4,83.82,"1,422,112"
2018,5,81.85,"1,466,555"
2018,6,85.3,"1,498,896"
2018,7,89.99,"1,580,754"
2018,8,89.38,"1,592,573"
2018,9,79.78,"1,309,128"
2018,10,87.23,"1,513,734"
2018,11,84.53,"1,364,832"
2018,12,81.63,"1,275,180"
2018,TOTAL,84.03,"16,406,493"
2019,1,76.01,"1,064,542"
2019,2,82.55,"1,133,703"
2019,3,83.6,"1,359,607"
2019,4,84.66,"1,429,181"
2019,5,86.85,"1,496,450"
2019,6,89.76,"1,504,721"
2019,7,91.07,"1,561,892"
2019,8,88.46,"1,577,365"
2019,9,83.57,"1,377,866"
2019,10,85.94,"1,524,210"
2019,11,79.19,"1,336,915"
2019,12,86.26,"1,400,296"
2019,TOTAL,85.07,"16,766,748"
2020,1,74.6,"1,132,859"
2020,2,79.82,"1,201,795"
2020,3,45.03,"635,633"
2020,4,10.21,"35,451"
2020,5,34.68,"92,145"
2020,6,48.36,"195,522"
2020,7,41.22,"320,554"
2020,8,40.72,"297,233"
2020,TOTAL,55.91,"3,911,192"
,,,
Note: All numbers are for scheduled services.,,,
,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,
