Year,Month,LoadFactorDomestic,PassengersDomestic
2015,1,80.16,"1,520,082"
2015,2,86.23,"1,512,412"
2015,3,89.35,"1,915,726"
2015,4,88.85,"1,748,435"
2015,5,88.64,"1,758,797"
2015,6,88.68,"1,747,357"
2015,7,87.39,"1,795,389"
2015,8,85.49,"1,684,600"
2015,9,85.71,"1,508,613"
2015,10,87.35,"1,692,734"
2015,11,86.25,"1,625,640"
2015,12,84.84,"1,680,499"
2015,TOTAL,86.64,"20,190,284"
2016,1,82.11,"1,597,039"
2016,2,82.38,"1,525,934"
2016,3,86.92,"1,879,765"
2016,4,86.56,"1,711,880"
2016,5,86.86,"1,759,305"
2016,6,87.94,"1,739,161"
2016,7,82.9,"1,683,631"
2016,8,79.73,"1,547,408"
2016,9,84.55,"1,475,807"
2016,10,86.11,"1,628,726"
2016,11,85.58,"1,626,477"
2016,12,82.96,"1,681,035"
2016,TOTAL,84.59,"19,856,168"
2017,1,79.9,"1,580,488"
2017,2,83.52,"1,517,712"
2017,3,87.16,"1,930,899"
2017,4,87.73,"1,800,332"
2017,5,86.93,"1,788,625"
2017,6,88.15,"1,750,675"
2017,7,83.62,"1,692,172"
2017,8,81.82,"1,622,821"
2017,9,82.79,"1,459,653"
2017,10,86.66,"1,666,636"
2017,11,88.16,"1,652,055"
2017,12,84.63,"1,681,525"
2017,TOTAL,85.14,"20,143,593"
2018,1,79.45,"1,602,492"
2018,2,84.76,"1,576,132"
2018,3,87.91,"1,980,389"
2018,4,87.23,"1,811,995"
2018,5,87.42,"1,831,988"
2018,6,88.21,"1,752,499"
2018,7,84.99,"1,727,055"
2018,8,82.66,"1,643,654"
2018,9,81.58,"1,489,376"
2018,10,85.54,"1,726,793"
2018,11,86.46,"1,701,657"
2018,12,82.75,"1,735,494"
2018,TOTAL,84.99,"20,579,524"
2019,1,79.81,"1,662,973"
2019,2,84.35,"1,623,757"
2019,3,90.23,"2,076,643"
2019,4,88.74,"1,875,574"
2019,5,91.35,"1,876,176"
2019,6,92.55,"1,790,688"
2019,7,88.15,"1,752,896"
2019,8,85.02,"1,693,187"
2019,9,83.74,"1,604,042"
2019,10,85.87,"1,787,063"
2019,11,83.53,"1,702,726"
2019,12,86.36,"1,929,099"
2019,TOTAL,86.69,"21,374,824"
2020,1,79.69,"1,742,072"
2020,2,83.4,"1,736,923"
2020,3,55.1,"1,100,285"
2020,4,15.99,"123,474"
2020,5,45.34,"275,049"
2020,6,63.01,"537,105"
2020,7,50.32,"635,784"
2020,8,48.46,"654,589"
2020,TOTAL,61.77,"6,805,281"
,,,
Note: All numbers are for scheduled services.,,,
,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,
