Year,Month,LoadFactorDomestic,PassengersDomestic
2014,3,75.59,"1,046,360"
2014,4,78.59,"1,091,353"
2014,5,81.14,"1,122,697"
2014,6,82.21,"1,115,340"
2014,7,86.43,"1,168,189"
2014,8,84.46,"1,173,474"
2014,9,74.64,"977,207"
2014,10,78.83,"1,105,269"
2014,11,75.02,"1,014,868"
2014,12,81.05,"1,124,994"
2014,TOTAL,79,"12,607,645"
2015,1,68.18,"856,233"
2015,2,73.85,"859,733"
2015,3,78.46,"1,093,517"
2015,4,79.01,"1,133,232"
2015,5,80.96,"1,160,253"
2015,6,84.84,"1,190,178"
2015,7,88.48,"1,269,970"
2015,8,86.87,"1,258,173"
2015,9,79.78,"1,077,285"
2015,10,84.86,"1,207,247"
2015,11,83.16,"1,116,376"
2015,12,85.77,"1,159,015"
2015,TOTAL,81.39,"13,381,212"
2016,1,75.18,"952,412"
2016,2,75.37,"940,003"
2016,3,81.18,"1,194,997"
2016,4,82.4,"1,179,402"
2016,5,81.83,"1,223,579"
2016,6,85.08,"1,250,835"
2016,7,88.58,"1,251,950"
2016,8,84.91,"1,236,943"
2016,9,77.5,"1,083,869"
2016,10,82.4,"1,167,033"
2016,11,81.84,"1,133,983"
2016,12,83.93,"1,134,117"
2016,TOTAL,81.8,"13,749,123"
2017,1,73.38,"950,587"
2017,2,73.67,"859,324"
2017,3,79.2,"1,113,394"
2017,4,81.24,"1,132,123"
2017,5,81.38,"1,185,963"
2017,6,83.66,"1,203,532"
2017,7,87.12,"1,211,407"
2017,8,85.79,"1,241,801"
2017,9,78.56,"1,050,762"
2017,10,85.69,"1,234,005"
2017,11,84.57,"1,174,131"
2017,12,86.2,"1,171,000"
2017,TOTAL,81.88,"13,528,029"
2018,1,75.39,"955,257"
2018,2,74.66,"930,804"
2018,3,84.1,"1,144,868"
2018,4,80.04,"1,167,189"
2018,5,82.32,"1,234,680"
2018,6,86.36,"1,272,594"
2018,7,90.44,"1,290,784"
2018,8,87.91,"1,287,638"
2018,9,76.61,"1,058,819"
2018,10,82.01,"1,229,245"
2018,11,83.42,"1,183,823"
2018,12,84.53,"1,185,565"
2018,TOTAL,82.48,"13,941,266"
2019,1,71.52,"961,578"
2019,2,74.65,"933,528"
2019,3,78.69,"1,170,744"
2019,4,82.45,"1,220,086"
2019,5,82.43,"1,281,516"
2019,6,86.66,"1,281,659"
2019,7,90.27,"1,325,201"
2019,8,86.36,"1,317,271"
2019,9,77.44,"1,131,644"
2019,10,80.28,"1,229,716"
2019,11,79.69,"1,147,513"
2019,12,86.3,"1,269,004"
2019,TOTAL,81.55,"14,269,460"
2020,1,69.46,"991,280"
2020,2,72.22,"973,987"
2020,3,43.52,"509,025"
2020,4,12.02,"19,113"
2020,5,55.33,"48,113"
2020,6,52.44,"133,272"
2020,7,32.54,"171,953"
2020,8,37.95,"182,667"
2020,TOTAL,55.44,"3,029,410"
,,,
Note: All numbers are for scheduled services.,,,
,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,
