Year,Month,LoadFactorDomestic,PassengersDomestic
2009,6,84.72,"1,285,151"
2009,7,87.56,"1,360,363"
2009,8,86.08,"1,294,854"
2009,9,75.91,"966,668"
2009,10,82.05,"1,153,117"
2009,11,81.35,"1,154,401"
2009,12,80.52,"1,202,474"
2009,TOTAL,82.48,"14,883,835"
2010,1,83.58,"1,238,257"
2010,2,82.35,"1,122,586"
2010,3,85.38,"1,439,449"
2010,4,87.24,"1,399,838"
2010,5,83.13,"1,304,209"
2010,6,84.32,"1,311,898"
2010,7,86.71,"1,418,428"
2010,8,85.64,"1,326,496"
2010,9,77.87,"1,037,584"
2010,10,85.98,"1,254,938"
2010,11,86.34,"1,283,386"
2010,12,83.85,"1,301,169"
2010,TOTAL,84.49,"15,438,238"
2011,1,82.74,"1,278,271"
2011,2,83.12,"1,176,605"
2011,3,87.93,"1,513,751"
2011,4,84.6,"1,392,844"
2011,5,88.27,"1,386,114"
2011,6,84.57,"1,318,063"
2011,7,87.7,"1,429,027"
2011,8,84.71,"1,267,673"
2011,9,79.99,"1,043,585"
2011,10,85.92,"1,232,841"
2011,11,86.92,"1,242,164"
2011,12,81.55,"1,256,245"
2011,TOTAL,84.94,"15,537,183"
2012,1,84.06,"1,248,267"
2012,2,83.22,"1,220,839"
2012,3,86.99,"1,470,741"
2012,4,88.58,"1,412,747"
2012,5,85.85,"1,331,485"
2012,6,86.7,"1,319,435"
2012,7,87.05,"1,369,082"
2012,8,87.23,"1,267,087"
2012,9,79.07,"1,003,314"
2012,10,86.4,"1,170,961"
2012,11,84.43,"1,218,039"
2012,12,81.62,"1,235,144"
2012,TOTAL,85.22,"15,267,141"
2013,1,84.66,"1,231,937"
2013,2,84.1,"1,157,669"
2013,3,87.02,"1,459,884"
2013,4,86.65,"1,352,095"
2013,5,86.17,"1,309,954"
2013,6,88.18,"1,314,938"
2013,7,85.9,"1,312,466"
2013,8,87.68,"1,242,508"
2013,9,81.01,"974,698"
2013,10,84.44,"1,147,492"
2013,11,82.6,"1,174,545"
2013,12,83.83,"1,261,007"
2013,TOTAL,85.31,"14,939,193"
2014,1,86.25,"1,223,283"
2014,2,86.86,"1,169,972"
2014,3,88.33,"1,468,562"
2014,4,86.03,"1,306,463"
2014,5,87.64,"1,327,415"
2014,6,86.03,"1,288,270"
2014,7,86.73,"1,324,976"
2014,8,89.41,"1,275,575"
2014,9,81.8,"1,006,580"
2014,10,86.68,"1,188,487"
2014,11,85.42,"1,237,560"
2014,12,82.8,"1,311,291"
2014,TOTAL,86.22,"15,128,434"
2015,1,83.86,"1,322,561"
2015,2,85.42,"1,235,516"
2015,3,86.13,"1,535,724"
2015,4,87.75,"1,452,470"
2015,5,84.94,"1,390,675"
2015,6,85.03,"1,355,275"
2015,7,86.96,"1,417,909"
2015,8,88.2,"1,338,641"
2015,9,83.1,"1,100,116"
2015,10,88.43,"1,287,968"
2015,11,86.26,"1,388,009"
2015,12,83.06,"1,444,564"
2015,TOTAL,85.76,"16,269,428"
2016,1,84.66,"1,456,202"
2016,2,85.11,"1,402,743"
2016,3,86.76,"1,662,187"
2016,4,88,"1,557,037"
2016,5,89.08,"1,521,874"
2016,6,87.1,"1,478,265"
2016,7,87.28,"1,542,009"
2016,8,86.56,"1,404,696"
2016,9,84.8,"1,211,491"
2016,10,86.86,"1,308,655"
2016,11,87.02,"1,470,414"
2016,12,83.99,"1,528,755"
2016,TOTAL,86.45,"17,544,328"
2017,1,85.73,"1,563,974"
2017,2,84.77,"1,420,060"
2017,3,87.25,"1,766,804"
2017,4,87.87,"1,686,650"
2017,5,89.69,"1,605,429"
2017,6,88.1,"1,576,336"
2017,7,88.97,"1,687,486"
2017,8,88.61,"1,585,328"
2017,9,80.33,"1,100,168"
2017,10,87.75,"1,505,786"
2017,11,88.27,"1,553,694"
2017,12,87.01,"1,651,008"
2017,TOTAL,87.2,"18,702,723"
2018,1,87.83,"1,682,828"
2018,2,85.62,"1,534,878"
2018,3,87.66,"1,875,618"
2018,4,89.15,"1,749,410"
2018,5,89.33,"1,724,001"
2018,6,87.98,"1,687,787"
2018,7,89.59,"1,747,586"
2018,8,87.79,"1,613,130"
2018,9,81.28,"1,358,248"
2018,10,85.67,"1,587,641"
2018,11,86.64,"1,683,094"
2018,12,84.32,"1,758,553"
2018,TOTAL,86.98,"20,002,774"
2019,1,85.42,"1,736,173"
2019,2,87.1,"1,630,173"
2019,3,89.06,"2,004,621"
2019,4,88.9,"1,817,447"
2019,5,91.06,"1,850,133"
2019,6,90.32,"1,781,048"
2019,7,89.9,"1,849,011"
2019,8,89.45,"1,750,188"
2019,9,79.49,"1,291,486"
2019,10,86.61,"1,702,845"
2019,11,85.27,"1,775,773"
2019,12,86.41,"1,915,935"
2019,TOTAL,87.57,"21,104,833"
2020,1,85.85,"1,890,191"
2020,2,85.4,"1,835,421"
2020,3,56.68,"1,153,440"
2020,4,11.58,"66,502"
2020,5,34.88,"166,963"
2020,6,52.5,"406,860"
2020,7,45.91,"564,198"
2020,8,48.5,"534,934"
2020,TOTAL,62.93,"6,618,509"
,,,
Note: All numbers are for scheduled services.,,,
,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,
