Year,Month,LoadFactorDomestic,PassengersDomestic
2007,TOTAL,83.79,"21,080,852"
2008,1,76.34,"1,599,175"
2008,2,80.52,"1,580,111"
2008,3,87.08,"1,851,918"
2008,4,85.7,"1,707,404"
2008,5,86.09,"1,776,851"
2008,6,88.18,"1,754,604"
2008,7,85.62,"1,746,025"
2008,8,87.09,"1,727,212"
2008,9,82.6,"1,507,243"
2008,10,83.7,"1,578,004"
2008,11,80.39,"1,436,176"
2008,12,79.18,"1,385,793"
2008,TOTAL,83.66,"19,650,516"
2009,1,75.79,"1,351,069"
2009,2,81.58,"1,341,869"
2009,3,87.82,"1,646,877"
2009,4,88.47,"1,592,761"
2009,5,86.81,"1,592,854"
2009,6,88.66,"1,570,293"
2009,7,87.91,"1,594,805"
2009,8,87.9,"1,581,742"
2009,9,85.41,"1,494,575"
2009,10,86.93,"1,557,715"
2009,11,84.93,"1,458,581"
2009,12,80.31,"1,346,139"
2009,TOTAL,85.33,"18,129,280"
2010,1,80.43,"1,353,285"
2010,2,83.24,"1,252,660"
2010,3,89.92,"1,573,815"
2010,4,87.49,"1,494,961"
2010,5,87.87,"1,567,800"
2010,6,88.92,"1,526,961"
2010,7,87.33,"1,563,643"
2010,8,88.95,"1,581,372"
2010,9,83.54,"1,443,952"
2010,10,88.19,"1,610,890"
2010,11,86.42,"1,454,375"
2010,12,80.37,"1,350,636"
2010,TOTAL,86.17,"17,774,350"
2011,1,84.46,"1,435,181"
2011,2,83.31,"1,285,146"
2011,3,87.52,"1,581,419"
2011,4,87.26,"1,523,448"
2011,5,89.04,"1,643,972"
2011,6,88.32,"1,591,291"
2011,7,87.33,"1,631,603"
2011,8,88.75,"1,622,460"
2011,9,86.15,"1,550,101"
2011,10,89.09,"1,668,399"
2011,11,86.73,"1,479,988"
2011,12,81.72,"1,398,145"
2011,TOTAL,86.76,"18,411,153"
2012,1,84.54,"1,426,915"
2012,2,84.05,"1,360,644"
2012,3,87.34,"1,604,253"
2012,4,86.73,"1,572,902"
2012,5,87.87,"1,616,608"
2012,6,88.88,"1,596,017"
2012,7,87.54,"1,627,857"
2012,8,88.18,"1,596,097"
2012,9,84.68,"1,500,764"
2012,10,87.59,"1,629,585"
2012,11,85.77,"1,461,350"
2012,12,82.41,"1,388,103"
2012,TOTAL,86.39,"18,381,095"
2013,1,83.36,"1,388,479"
2013,2,84.36,"1,303,008"
2013,3,88.89,"1,612,579"
2013,4,87.8,"1,565,466"
2013,5,86.9,"1,640,524"
2013,6,89.24,"1,630,618"
2013,7,87.71,"1,614,767"
2013,8,86.93,"1,577,227"
2013,9,84.74,"1,525,587"
2013,10,86.35,"1,649,844"
2013,11,84.04,"1,460,896"
2013,12,82.96,"1,433,515"
2013,TOTAL,86.2,"18,402,510"
2014,1,85.63,"1,449,072"
2014,2,86,"1,341,212"
2014,3,89.5,"1,661,002"
2014,4,87.95,"1,569,786"
2014,5,87.76,"1,642,970"
2014,6,89.54,"1,639,854"
2014,7,87.58,"1,625,429"
2014,8,87.92,"1,614,346"
2014,9,85.83,"1,552,054"
2014,10,86.83,"1,671,608"
2014,11,85.78,"1,500,638"
2014,12,83.46,"1,444,360"
2014,TOTAL,87.05,"18,712,331"
2015,1,81.63,"1,457,491"
2015,2,85.69,"1,384,573"
2015,3,88.97,"1,701,881"
2015,4,87.91,"1,653,460"
2015,5,86.91,"1,749,198"
2015,6,89.83,"1,738,403"
2015,7,88.55,"1,775,965"
2015,8,88.2,"1,771,282"
2015,9,84.76,"1,635,511"
2015,10,88.54,"1,805,783"
2015,11,87.81,"1,671,596"
2015,12,83.25,"1,593,694"
2015,TOTAL,86.93,"19,938,837"
2016,1,82.99,"1,596,221"
2016,2,83.5,"1,508,235"
2016,3,89.1,"1,799,841"
2016,4,86.01,"1,725,535"
2016,5,87.88,"1,815,626"
2016,6,89.43,"1,816,707"
2016,7,88.26,"1,828,917"
2016,8,87.19,"1,805,580"
2016,9,86.36,"1,748,183"
2016,10,88.31,"1,875,471"
2016,11,87.16,"1,713,321"
2016,12,83.93,"1,631,430"
2016,TOTAL,86.77,"20,865,067"
2017,1,81.52,"1,646,180"
2017,2,83.98,"1,514,767"
2017,3,88.4,"1,850,103"
2017,4,88.23,"1,797,345"
2017,5,87.91,"1,860,754"
2017,6,88.54,"1,842,063"
2017,7,88.38,"1,907,406"
2017,8,87.88,"1,874,424"
2017,9,86.2,"1,764,448"
2017,10,88.41,"1,916,833"
2017,11,87.36,"1,728,898"
2017,12,84.03,"1,679,218"
2017,TOTAL,86.82,"21,382,439"
2018,1,81.43,"1,676,312"
2018,2,85.88,"1,575,251"
2018,3,88.81,"1,896,421"
2018,4,86.83,"1,847,151"
2018,5,86.72,"1,910,030"
2018,6,88.13,"1,884,053"
2018,7,87.91,"1,942,079"
2018,8,86.24,"1,874,416"
2018,9,84.41,"1,766,567"
2018,10,88.06,"1,948,257"
2018,11,88.81,"1,807,922"
2018,12,83.77,"1,683,902"
2018,TOTAL,86.47,"21,812,361"
2019,1,81.9,"1,728,844"
2019,2,85.23,"1,582,745"
2019,3,89.24,"1,937,864"
2019,4,89.54,"1,889,254"
2019,5,89.3,"2,012,622"
2019,6,91.47,"1,956,955"
2019,7,89.29,"1,988,009"
2019,8,86.31,"1,936,554"
2019,9,86.04,"1,909,159"
2019,10,86.13,"2,020,225"
2019,11,85.67,"1,838,198"
2019,12,86.23,"1,855,019"
2019,TOTAL,87.24,"22,655,448"
2020,1,81.36,"1,852,382"
2020,2,83.13,"1,717,700"
2020,3,59.26,"964,434"
2020,4,10.02,"59,839"
2020,5,29.54,"190,282"
2020,6,53.46,"473,952"
2020,7,55.77,"751,176"
2020,8,57,"816,420"
2020,TOTAL,63.27,"6,826,185"
,,,
Note: All numbers are for scheduled services.,,,
,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,
