,DateOfDeparture,Departure,Arrival,WeeksToDeparture,std_wtd,Days_to_departure,DateBooked,route_mean,year,day,n_days,day_nb_mean,day_mean,week_mean,month_mean,oil_stock_price,oil_stock_volume,AAL_stock_price,AAL_stock_volume,SP_stock_price,SP_stock_volume
53,2011-10-09,BOS,SFO,12.458333333299999,8.4697885948,87.0,2011-07-14,11.099965440200057,2011,9,15256,11.2015,10.812631154580547,11.2101588870966,11.243521482329156,84.60000366666667,302396.66666666674,5.29,4963566.666666667,1181.7466636666666,4824660000.0
54,2011-11-13,LGA,BOS,6.15384615385,4.14017217529,43.0,2011-10-01,11.168998167620973,2011,13,15291,11.2646,10.812631154580547,11.170595240758693,10.939109824172244,98.42333199999999,328610.66666666674,4.99,5111566.666666667,1255.8033446666666,3269846666.6666665
55,2012-06-04,LAX,IAH,11.6086956522,9.242879964570001,81.0,2012-03-15,10.515096499914817,2012,4,15495,11.5332,11.316519450921993,11.323585390443986,11.240980190844223,83.980003,309777.0,11.18,13603800.0,1278.180054,4011960000.0
56,2012-12-07,PHL,BOS,4.5,3.0276503541000004,32.0,2012-11-05,10.54215955980349,2012,7,15681,11.1879,11.22139005929782,11.077289722291233,10.604161937131613,85.93,244993.0,12.77,9250800.0,1418.069946,3125160000.0
57,2012-01-08,SFO,BOS,11.0,8.78395666752,77.0,2011-10-23,11.099965440200052,2012,8,15347,10.8922,10.812631154580547,10.3432774396269,10.834783842972453,101.39333133333332,304730.0,5.68,8127600.0,1279.7366536666666,3466676666.6666665
58,2012-02-10,MIA,LGA,8.0625,7.1783818975199996,56.0,2011-12-16,10.972960051713835,2012,10,15380,11.2891,11.22139005929782,11.00443131601537,10.92646600267858,98.669998,307564.0,8.85,8493600.0,1342.640015,3877580000.0
59,2011-12-07,LAX,DFW,16.46875,11.750042896300002,115.0,2011-08-14,11.548423678128142,2011,7,15315,11.1879,11.22214793333977,11.077289722291233,10.604161937131613,100.489998,330533.0,5.59,10016700.0,1261.01001,4160540000.0
60,2013-02-14,ATL,CLT,5.909090909090001,6.729852085369999,41.0,2013-01-04,10.313085687344707,2013,14,15750,11.0805,11.358502294210167,10.900269531282103,10.92646600267858,97.309998,174599.0,13.99,31879900.0,1521.380005,3759740000.0
61,2011-10-09,LAS,LAX,15.030303030299999,9.61926728136,105.0,2011-06-26,11.431460433848352,2011,9,15256,11.2015,10.812631154580547,11.2101588870966,11.243521482329156,84.60000366666667,302396.66666666674,5.29,4963566.666666667,1181.7466636666666,4824660000.0
62,2012-03-30,DFW,LAS,10.35,7.2929309680899985,72.0,2012-01-18,10.260361637978237,2012,30,15429,11.2844,11.22139005929782,11.075628784858011,10.946436196374783,103.019997,244155.0,7.59,6739200.0,1408.469971,3676890000.0
63,2011-12-27,ATL,MCO,14.8125,9.84865309278,104.0,2011-09-14,11.479754618699445,2011,27,15335,10.2208,11.08030191144073,9.832669288766573,10.604161937131613,101.339996,124238.0,5.4,3968800.0,1265.430054,2130590000.0
64,2012-01-26,SFO,ATL,10.0,7.393691004269999,70.0,2011-11-17,10.46238205602205,2012,26,15365,10.3404,11.358502294210167,10.81796674591105,10.834783842972453,99.699997,260744.0,7.85,17160200.0,1318.430054,4522070000.0
65,2012-07-01,ATL,MCO,16.2,12.8127092077,113.0,2012-03-10,11.479754618699445,2012,1,15522,10.6528,10.812631154580547,11.222057961200905,10.985364033491773,84.15333299999999,345739.33333333326,13.476666666666668,10286600.0,1364.3933513333334,3731260000.0
66,2011-10-06,JFK,MIA,13.933333333299998,9.31048105477,98.0,2011-06-30,10.363358350662882,2011,6,15253,10.9135,11.358502294210167,11.2101588870966,11.243521482329156,82.589996,386089.0,5.35,5228300.0,1164.969971,5098330000.0
67,2012-07-15,SFO,SEA,14.0769230769,10.4419273199,99.0,2012-04-07,11.150830682408072,2012,15,15536,11.0841,10.812631154580547,11.11761174600949,10.985364033491773,87.986666,235692.0,14.21,8345866.666666668,1354.6866863333332,2979456666.6666665
68,2012-10-19,LAX,SEA,12.0,10.2247471629,84.0,2012-07-27,11.076071892066686,2012,19,15632,11.4503,11.22139005929782,11.39059672860385,11.243521482329156,90.050003,123648.0,11.47,3807900.0,1433.189941,3875170000.0
69,2012-10-22,DFW,LAS,11.7727272727,8.3205529703,82.0,2012-08-01,10.260361637978237,2012,22,15635,10.9114,11.316519450921993,11.265915207985424,11.243521482329156,88.730003,275720.0,11.92,4677500.0,1433.819946,3216220000.0
70,2011-11-12,JFK,LAS,13.3076923077,10.0668534539,93.0,2011-08-11,10.801480383750052,2011,12,15290,10.8732,9.963934488212162,11.170595240758693,10.939109824172244,98.706665,305698.33333333326,5.0,5385233.333333333,1259.8266603333334,3320013333.333333
71,2012-11-20,DFW,PHL,11.1,9.3070431734,78.0,2012-09-03,10.201987103765548,2012,20,15664,10.6515,11.08030191144073,10.183349832740886,10.939109824172244,86.75,322630.0,12.49,4975500.0,1387.810059,3207160000.0
72,2011-10-24,BOS,ORD,10.681818181799999,6.792056730630001,75.0,2011-08-10,11.650026639170001,2011,24,15271,11.6135,11.316519450921993,11.265915207985424,11.243521482329156,91.269997,484139.0,5.95,5337800.0,1254.189941,4309380000.0
73,2012-04-22,IAH,LAX,13.16,9.285652014439998,92.0,2012-01-21,10.515096499914817,2012,22,15452,11.0452,10.812631154580547,11.265280556839812,11.087010832810972,103.09000166666668,217398.0,9.133333333333333,11008233.333333332,1370.8033036666668,3714346666.6666665
74,2012-04-21,LAS,ORD,13.15,11.0514347723,92.0,2012-01-20,10.678535550960103,2012,21,15451,10.2679,9.963934488212162,11.265280556839812,11.087010832810972,103.07000233333332,221594.0,9.236666666666666,13532166.666666664,1374.666666333333,3773833333.3333335
75,2012-01-20,ATL,MSP,10.2380952381,6.57194614939,72.0,2011-11-09,10.585135004760664,2012,20,15359,10.7192,11.22139005929782,10.92668554075603,10.834783842972453,98.459999,304986.0,6.37,9818500.0,1315.380005,3912620000.0
76,2012-11-29,SEA,SFO,7.294117647060001,5.38243330059,51.0,2012-10-09,11.150830682408078,2012,29,15673,11.0523,11.358502294210167,11.006154272408493,10.939109824172244,88.07,270030.0,13.0,4453200.0,1415.949951,3356850000.0
77,2011-09-17,BOS,SFO,13.0769230769,8.4802031906,92.0,2011-06-17,11.099965440200057,2011,17,15234,10.9956,9.963934488212162,11.28225526213691,11.163943762320724,87.206665,184715.0,5.873333333333332,4440733.333333333,1212.036662,4917323333.333333
78,2012-02-05,ORD,MSP,13.565217391300001,12.4309953048,95.0,2011-11-02,11.611103856380177,2012,5,15375,10.6231,10.812631154580547,10.82938677099014,10.92646600267858,97.22000133333331,278022.66666666674,9.313333333333334,10831200.0,1344.5199786666667,3789316666.6666665
79,2011-12-19,SFO,JFK,15.7931034483,11.4217190048,111.0,2011-08-30,12.18794616982222,2011,19,15327,10.9628,11.316519450921993,10.464456661769288,10.604161937131613,93.879997,114563.0,5.83,5729600.0,1205.349976,3659820000.0
80,2012-04-05,DFW,PHL,9.23529411765,7.862326403210001,65.0,2012-01-31,10.201987103765548,2012,5,15435,11.5045,11.358502294210167,10.722627051315062,11.087010832810972,103.309998,242903.0,7.78,4947900.0,1398.079956,3303740000.0
81,2012-11-19,EWR,LAX,10.8181818182,6.96683547508,76.0,2012-09-04,10.598158672237826,2012,19,15663,10.2874,11.316519450921993,10.183349832740886,10.939109824172244,89.279999,247078.0,12.07,3719000.0,1386.890015,3374800000.0
82,2012-03-31,SFO,DFW,11.909090909100001,8.64599599544,83.0,2012-01-08,10.861924746306206,2012,31,15430,9.996,9.963934488212162,11.075628784858011,10.946436196374783,103.75666566666666,255469.0,7.55,6944500.0,1411.993327,3641930000.0
83,2012-10-12,DFW,LAX,15.0357142857,10.7616677176,105.0,2012-06-29,11.548423678128142,2012,12,15625,11.574000000000002,11.22139005929782,11.347075783287751,11.243521482329156,91.860001,198462.0,11.36,3540300.0,1428.589966,3134750000.0
84,2012-04-22,SEA,SFO,9.052631578949999,5.72007851743,63.0,2012-02-19,11.150830682408078,2012,22,15452,11.0452,10.812631154580547,11.265280556839812,11.087010832810972,103.09000166666668,217398.0,9.133333333333333,11008233.333333332,1370.8033036666668,3714346666.6666665
85,2013-01-05,LGA,CLT,10.0,7.3861732687199995,70.0,2012-10-27,10.773446264218554,2013,5,15710,10.2142,9.963934488212162,10.3432774396269,10.834783842972453,93.12333133333334,195928.66666666663,14.766666666666667,9942400.0,1464.943319,3384516666.6666665
86,2012-08-09,SFO,ORD,13.7857142857,8.65964306363,96.0,2012-05-05,11.719064740843187,2012,9,15561,11.6058,11.358502294210167,11.097547276215913,11.094082010757203,93.360001,258637.0,10.05,5483200.0,1402.800049,3119610000.0
87,2012-05-12,ORD,DTW,9.5,10.6957935657,66.0,2012-03-07,10.731197057171306,2012,12,15472,10.0776,9.963934488212162,11.132080604101953,11.218334523700626,95.67999766666668,257690.66666666663,11.293333333333333,8118566.666666668,1348.3766686666665,3808753333.3333335
88,2012-09-27,SFO,DFW,15.481481481500001,11.5571169228,108.0,2012-06-11,10.861924746306206,2012,27,15610,11.5563,11.358502294210167,11.254785605103002,11.163943762320724,91.849998,237289.0,10.36,4036000.0,1447.150024,3150330000.0
89,2012-04-10,DTW,ORD,6.75,5.02659593231,47.0,2012-02-23,10.731197057171306,2012,10,15440,11.3179,11.08030191144073,11.141996627758898,11.087010832810972,101.019997,312927.0,7.47,7584100.0,1358.589966,4631730000.0
90,2013-03-05,SFO,LAS,10.1111111111,10.4930727227,71.0,2012-12-24,10.769626214381173,2013,5,15769,10.6809,11.08030191144073,10.798397162846332,10.946436196374783,90.82,209874.0,14.05,7676100.0,1539.790039,3610690000.0
91,2012-10-21,IAH,ORD,10.181818181799999,7.320137675239999,71.0,2012-08-11,10.714472079157837,2012,21,15634,11.6089,10.812631154580547,11.39059672860385,11.243521482329156,89.17000300000001,225029.33333333328,11.77,4387633.333333333,1433.6099443333335,3435870000.0
92,2012-01-03,ATL,PHL,12.2608695652,9.42538830309,86.0,2011-10-09,11.263704615178002,2012,3,15342,10.6368,11.08030191144073,10.3432774396269,10.834783842972453,102.959999,275481.0,5.12,6105900.0,1277.060059,3943710000.0
93,2012-09-16,DTW,ORD,8.70588235294,6.01835427964,61.0,2012-07-17,10.731197057171306,2012,16,15599,11.2799,10.812631154580547,11.28225526213691,11.163943762320724,97.41333533333334,296114.0,10.55,11550200.0,1462.7166339999999,4002283333.3333335
94,2011-10-17,JFK,SFO,14.4516129032,9.71198129349,101.0,2011-07-08,12.18794616982222,2011,17,15264,11.5954,11.316519450921993,11.39059672860385,11.243521482329156,86.379997,227298.0,5.85,6601800.0,1200.859985,4300700000.0
95,2011-10-01,DFW,SFO,11.3913043478,7.265980071760001,80.0,2011-07-13,10.861924746306206,2011,1,15248,11.0597,9.963934488212162,11.254785605103002,11.243521482329156,78.66999833333333,376232.0,5.21,10108866.666666666,1120.6900226666667,4834640000.0
96,2012-05-22,PHL,ORD,11.619047619000002,9.2923419571,81.0,2012-03-02,11.179789926104196,2012,22,15482,11.6747,11.08030191144073,11.091591872232252,11.218334523700626,91.660004,226226.0,10.62,6227400.0,1316.630005,4123680000.0
97,2013-03-04,IAH,LAX,8.0,5.8611382150999995,56.0,2013-01-07,10.515096499914817,2013,4,15768,10.1387,11.316519450921993,10.798397162846332,10.946436196374783,90.120003,231108.0,13.9,8174800.0,1525.199951,3414430000.0
98,2012-02-09,IAH,ORD,11.2857142857,8.41512244203,79.0,2011-11-22,10.714472079157837,2012,9,15379,10.5146,11.358502294210167,11.00443131601537,10.92646600267858,99.839996,295425.0,8.96,11884400.0,1351.949951,4209890000.0
99,2011-12-18,LGA,BOS,4.6,3.2041639575200005,32.0,2011-11-16,11.168998167620973,2011,18,15326,10.6139,10.812631154580547,11.019252156189332,10.604161937131613,93.763331,145006.33333333337,5.946666666666666,9263666.666666668,1210.1199953333332,4221813333.333333
100,2012-10-16,BOS,LGA,8.14285714286,9.02012402147,57.0,2012-08-20,11.168998167620973,2012,16,15629,11.2831,11.08030191144073,11.39059672860385,11.243521482329156,92.089996,232217.0,11.58,3401000.0,1454.920044,3568770000.0
101,2013-01-28,LGA,CLT,6.8571428571399995,5.829066990349999,48.0,2012-12-11,10.773446264218554,2013,28,15733,10.4823,11.316519450921993,10.82938677099014,10.834783842972453,96.440002,167186.0,15.03,6544500.0,1500.180054,3388540000.0
102,2011-12-17,ATL,EWR,8.11764705882,5.26643087087,57.0,2011-10-21,10.729148967478128,2011,17,15325,10.608,9.963934488212162,11.019252156189332,10.604161937131613,93.646665,175449.66666666663,6.0633333333333335,12797733.333333336,1214.8900146666667,4783806666.666667
103,2012-07-27,LAX,LAS,14.5,9.91258085764,102.0,2012-04-16,11.43146043384835,2012,27,15548,11.227,11.22139005929782,11.178833477337754,10.985364033491773,90.129997,210412.0,11.35,5844700.0,1385.969971,4399010000.0
104,2011-10-31,DFW,LAS,12.708333333299999,7.439490203819999,89.0,2011-08-03,10.260361637978237,2011,31,15278,10.8567,11.316519450921993,10.878688529782359,11.243521482329156,93.190002,228561.0,5.77,4346100.0,1253.300049,4310210000.0
105,2011-11-06,MSP,DEN,9.176470588239999,6.78449790071,64.0,2011-09-03,10.45641239986647,2011,6,15284,11.1254,10.812631154580547,10.878688529782359,10.939109824172244,95.09999866666666,312609.66666666674,5.426666666666668,4782633.333333333,1258.48999,3563376666.6666665
106,2012-03-29,DEN,DFW,9.29411764706,7.872140003539999,65.0,2012-01-24,11.035014235874439,2012,29,15428,11.3575,11.358502294210167,11.075628784858011,10.946436196374783,102.779999,319988.0,7.89,6150300.0,1403.280029,3832000000.0
107,2012-03-23,DFW,DEN,10.9444444444,10.635524391599999,77.0,2012-01-06,11.035014235874439,2012,23,15422,11.4126,11.22139005929782,11.156500327928116,10.946436196374783,106.870003,260269.0,7.55,4937700.0,1397.109985,3472950000.0
108,2011-12-13,BOS,ATL,9.5,9.58092467599,66.0,2011-10-08,10.916253991574973,2011,13,15321,11.2784,11.08030191144073,11.019252156189332,10.604161937131613,100.139999,380754.0,5.19,8482100.0,1225.72998,4121570000.0
109,2012-03-22,BOS,ATL,9.15789473684,7.34289647584,64.0,2012-01-18,10.916253991574973,2012,22,15421,11.4724,11.358502294210167,11.156500327928116,10.946436196374783,105.349998,295474.0,7.33,6687200.0,1392.780029,3740590000.0
110,2012-09-26,ATL,CLT,6.3571428571399995,5.865244999240001,44.0,2012-08-13,10.313085687344707,2012,26,15609,11.4134,11.22214793333977,11.254785605103002,11.163943762320724,89.980003,272057.0,10.5,4038400.0,1433.319946,3565380000.0
