,DateOfDeparture,year,month,day,weekday,week,n_days,UnemploymentRate,State,Abbreviation,GDP_per_cap,holidays
3220,2011-03-03,2011,3,3,3,9,15036,9.2,Washington,WA,52679.0,False
3221,2011-03-03,2011,3,3,3,9,15036,9.1,West Virginia,WV,35368.0,False
3222,2011-03-03,2011,3,3,3,9,15036,7.4,Wisconsin,WI,44126.0,False
3223,2011-03-03,2011,3,3,3,9,15036,6.2,Wyoming,WY,64603.0,False
3224,2011-03-04,2011,3,4,4,9,15037,9.2,Alabama,AL,35913.0,False
3225,2011-03-04,2011,3,4,4,9,15037,7.4,Alaska,AK,69564.0,False
3226,2011-03-04,2011,3,4,4,9,15037,9.5,Arizona,AZ,37935.0,False
3227,2011-03-04,2011,3,4,4,9,15037,7.8,Arkansas,AR,34671.0,False
3228,2011-03-04,2011,3,4,4,9,15037,12.0,California,CA,51871.0,False
3229,2011-03-04,2011,3,4,4,9,15037,9.2,Colorado,CO,49254.0,False
3230,2011-03-04,2011,3,4,4,9,15037,9.1,Connecticut,CT,64906.0,False
3231,2011-03-04,2011,3,4,4,9,15037,8.4,Delaware,DE,62837.0,False
3232,2011-03-04,2011,3,4,4,9,15037,9.5,District of Columbia,DC,16803.0,False
3233,2011-03-04,2011,3,4,4,9,15037,11.1,Florida,FL,38604.0,False
3234,2011-03-04,2011,3,4,4,9,15037,10.0,Georgia,GA,42029.0,False
3235,2011-03-04,2011,3,4,4,9,15037,6.3,Hawaii,HI,49418.0,False
3236,2011-03-04,2011,3,4,4,9,15037,9.7,Idaho,ID,3462.0,False
3237,2011-03-04,2011,3,4,4,9,15037,8.8,Illinois,IL,50304.0,False
3238,2011-03-04,2011,3,4,4,9,15037,8.5,Indiana,IN,42996.0,False
3239,2011-03-04,2011,3,4,4,9,15037,6.1,Iowa,IA,45884.0,False
3240,2011-03-04,2011,3,4,4,9,15037,6.8,Kansas,KS,44243.0,False
3241,2011-03-04,2011,3,4,4,9,15037,10.2,Kentucky,KY,37579.0,False
3242,2011-03-04,2011,3,4,4,9,15037,8.1,Louisiana,LA,48599.0,False
3243,2011-03-04,2011,3,4,4,9,15037,7.6,Maine,ME,38352.0,False
3244,2011-03-04,2011,3,4,4,9,15037,6.9,Maryland,MD,53675.0,False
3245,2011-03-04,2011,3,4,4,9,15037,8.0,Massachusetts,MA,60808.0,False
3246,2011-03-04,2011,3,4,4,9,15037,10.3,Michigan,MI,38763.0,False
3247,2011-03-04,2011,3,4,4,9,15037,6.6,Minnesota,MN,50148.0,False
3248,2011-03-04,2011,3,4,4,9,15037,10.2,Mississippi,MS,31688.0,False
3249,2011-03-04,2011,3,4,4,9,15037,9.1,Missouri,MO,42204.0,False
3250,2011-03-04,2011,3,4,4,9,15037,7.4,Montana,MT,37733.0,False
3251,2011-03-04,2011,3,4,4,9,15037,4.2,Nebraska,NE,49569.0,False
3252,2011-03-04,2011,3,4,4,9,15037,13.2,Nevada,NV,44589.0,False
3253,2011-03-04,2011,3,4,4,9,15037,5.2,New Hampshire,NH,48388.0,False
3254,2011-03-04,2011,3,4,4,9,15037,9.3,New Jersey,NJ,55023.0,False
3255,2011-03-04,2011,3,4,4,9,15037,8.1,New Mexico,NM,40297.0,False
3256,2011-03-04,2011,3,4,4,9,15037,8.0,New York,NY,61267.0,False
3257,2011-03-04,2011,3,4,4,9,15037,9.7,North Carolina,NC,43141.0,False
3258,2011-03-04,2011,3,4,4,9,15037,3.6,North Dakota,ND,52185.0,False
3259,2011-03-04,2011,3,4,4,9,15037,8.9,Ohio,OH,42667.0,False
3260,2011-03-04,2011,3,4,4,9,15037,6.1,Oklahoma,OK,38303.0,False
3261,2011-03-04,2011,3,4,4,9,15037,10.0,Oregon,OR,49601.0,False
3262,2011-03-04,2011,3,4,4,9,15037,7.8,Pennsylvania,PA,46387.0,False
3264,2011-03-04,2011,3,4,4,9,15037,11.0,Rhode Island,RI,46332.0,False
3265,2011-03-04,2011,3,4,4,9,15037,9.9,South Carolina,SC,35126.0,False
3266,2011-03-04,2011,3,4,4,9,15037,4.9,South Dakota,SD,45605.0,False
3267,2011-03-04,2011,3,4,4,9,15037,9.5,Tennessee,TN,3937.0,False
3268,2011-03-04,2011,3,4,4,9,15037,8.1,Texas,TX,47417.0,False
3269,2011-03-04,2011,3,4,4,9,15037,7.6,Utah,UT,415.0,False
3270,2011-03-04,2011,3,4,4,9,15037,5.4,Vermont,VT,4217.0,False
3271,2011-03-04,2011,3,4,4,9,15037,6.3,Virginia,VA,51946.0,False
3272,2011-03-04,2011,3,4,4,9,15037,9.2,Washington,WA,52679.0,False
3273,2011-03-04,2011,3,4,4,9,15037,9.1,West Virginia,WV,35368.0,False
3274,2011-03-04,2011,3,4,4,9,15037,7.4,Wisconsin,WI,44126.0,False
3275,2011-03-04,2011,3,4,4,9,15037,6.2,Wyoming,WY,64603.0,False
3276,2011-03-05,2011,3,5,5,9,15038,9.2,Alabama,AL,35913.0,False
3277,2011-03-05,2011,3,5,5,9,15038,7.4,Alaska,AK,69564.0,False
3278,2011-03-05,2011,3,5,5,9,15038,9.5,Arizona,AZ,37935.0,False
3279,2011-03-05,2011,3,5,5,9,15038,7.8,Arkansas,AR,34671.0,False
3280,2011-03-05,2011,3,5,5,9,15038,12.0,California,CA,51871.0,False
3281,2011-03-05,2011,3,5,5,9,15038,9.2,Colorado,CO,49254.0,False
3282,2011-03-05,2011,3,5,5,9,15038,9.1,Connecticut,CT,64906.0,False
3283,2011-03-05,2011,3,5,5,9,15038,8.4,Delaware,DE,62837.0,False
3284,2011-03-05,2011,3,5,5,9,15038,9.5,District of Columbia,DC,16803.0,False
3285,2011-03-05,2011,3,5,5,9,15038,11.1,Florida,FL,38604.0,False
3286,2011-03-05,2011,3,5,5,9,15038,10.0,Georgia,GA,42029.0,False
3287,2011-03-05,2011,3,5,5,9,15038,6.3,Hawaii,HI,49418.0,False
3288,2011-03-05,2011,3,5,5,9,15038,9.7,Idaho,ID,3462.0,False
3289,2011-03-05,2011,3,5,5,9,15038,8.8,Illinois,IL,50304.0,False
3290,2011-03-05,2011,3,5,5,9,15038,8.5,Indiana,IN,42996.0,False
3291,2011-03-05,2011,3,5,5,9,15038,6.1,Iowa,IA,45884.0,False
3292,2011-03-05,2011,3,5,5,9,15038,6.8,Kansas,KS,44243.0,False
3293,2011-03-05,2011,3,5,5,9,15038,10.2,Kentucky,KY,37579.0,False
3294,2011-03-05,2011,3,5,5,9,15038,8.1,Louisiana,LA,48599.0,False
3295,2011-03-05,2011,3,5,5,9,15038,7.6,Maine,ME,38352.0,False
3296,2011-03-05,2011,3,5,5,9,15038,6.9,Maryland,MD,53675.0,False
3297,2011-03-05,2011,3,5,5,9,15038,8.0,Massachusetts,MA,60808.0,False
3298,2011-03-05,2011,3,5,5,9,15038,10.3,Michigan,MI,38763.0,False
3299,2011-03-05,2011,3,5,5,9,15038,6.6,Minnesota,MN,50148.0,False
3300,2011-03-05,2011,3,5,5,9,15038,10.2,Mississippi,MS,31688.0,False
3301,2011-03-05,2011,3,5,5,9,15038,9.1,Missouri,MO,42204.0,False
3302,2011-03-05,2011,3,5,5,9,15038,7.4,Montana,MT,37733.0,False
3303,2011-03-05,2011,3,5,5,9,15038,4.2,Nebraska,NE,49569.0,False
3304,2011-03-05,2011,3,5,5,9,15038,13.2,Nevada,NV,44589.0,False
3305,2011-03-05,2011,3,5,5,9,15038,5.2,New Hampshire,NH,48388.0,False
3306,2011-03-05,2011,3,5,5,9,15038,9.3,New Jersey,NJ,55023.0,False
3307,2011-03-05,2011,3,5,5,9,15038,8.1,New Mexico,NM,40297.0,False
3308,2011-03-05,2011,3,5,5,9,15038,8.0,New York,NY,61267.0,False
3309,2011-03-05,2011,3,5,5,9,15038,9.7,North Carolina,NC,43141.0,False
3310,2011-03-05,2011,3,5,5,9,15038,3.6,North Dakota,ND,52185.0,False
3311,2011-03-05,2011,3,5,5,9,15038,8.9,Ohio,OH,42667.0,False
3312,2011-03-05,2011,3,5,5,9,15038,6.1,Oklahoma,OK,38303.0,False
3313,2011-03-05,2011,3,5,5,9,15038,10.0,Oregon,OR,49601.0,False
3314,2011-03-05,2011,3,5,5,9,15038,7.8,Pennsylvania,PA,46387.0,False
3316,2011-03-05,2011,3,5,5,9,15038,11.0,Rhode Island,RI,46332.0,False
3317,2011-03-05,2011,3,5,5,9,15038,9.9,South Carolina,SC,35126.0,False
3318,2011-03-05,2011,3,5,5,9,15038,4.9,South Dakota,SD,45605.0,False
3319,2011-03-05,2011,3,5,5,9,15038,9.5,Tennessee,TN,3937.0,False
3320,2011-03-05,2011,3,5,5,9,15038,8.1,Texas,TX,47417.0,False
3321,2011-03-05,2011,3,5,5,9,15038,7.6,Utah,UT,415.0,False
3322,2011-03-05,2011,3,5,5,9,15038,5.4,Vermont,VT,4217.0,False
3323,2011-03-05,2011,3,5,5,9,15038,6.3,Virginia,VA,51946.0,False
3324,2011-03-05,2011,3,5,5,9,15038,9.2,Washington,WA,52679.0,False
3325,2011-03-05,2011,3,5,5,9,15038,9.1,West Virginia,WV,35368.0,False
3326,2011-03-05,2011,3,5,5,9,15038,7.4,Wisconsin,WI,44126.0,False
3327,2011-03-05,2011,3,5,5,9,15038,6.2,Wyoming,WY,64603.0,False
3328,2011-03-06,2011,3,6,6,9,15039,9.2,Alabama,AL,35913.0,False
3329,2011-03-06,2011,3,6,6,9,15039,7.4,Alaska,AK,69564.0,False
3330,2011-03-06,2011,3,6,6,9,15039,9.5,Arizona,AZ,37935.0,False
3331,2011-03-06,2011,3,6,6,9,15039,7.8,Arkansas,AR,34671.0,False
3332,2011-03-06,2011,3,6,6,9,15039,12.0,California,CA,51871.0,False
3333,2011-03-06,2011,3,6,6,9,15039,9.2,Colorado,CO,49254.0,False
3334,2011-03-06,2011,3,6,6,9,15039,9.1,Connecticut,CT,64906.0,False
3335,2011-03-06,2011,3,6,6,9,15039,8.4,Delaware,DE,62837.0,False
3336,2011-03-06,2011,3,6,6,9,15039,9.5,District of Columbia,DC,16803.0,False
3337,2011-03-06,2011,3,6,6,9,15039,11.1,Florida,FL,38604.0,False
3338,2011-03-06,2011,3,6,6,9,15039,10.0,Georgia,GA,42029.0,False
3339,2011-03-06,2011,3,6,6,9,15039,6.3,Hawaii,HI,49418.0,False
3340,2011-03-06,2011,3,6,6,9,15039,9.7,Idaho,ID,3462.0,False
3341,2011-03-06,2011,3,6,6,9,15039,8.8,Illinois,IL,50304.0,False
3342,2011-03-06,2011,3,6,6,9,15039,8.5,Indiana,IN,42996.0,False
3343,2011-03-06,2011,3,6,6,9,15039,6.1,Iowa,IA,45884.0,False
3344,2011-03-06,2011,3,6,6,9,15039,6.8,Kansas,KS,44243.0,False
3345,2011-03-06,2011,3,6,6,9,15039,10.2,Kentucky,KY,37579.0,False
3346,2011-03-06,2011,3,6,6,9,15039,8.1,Louisiana,LA,48599.0,False
3347,2011-03-06,2011,3,6,6,9,15039,7.6,Maine,ME,38352.0,False
3348,2011-03-06,2011,3,6,6,9,15039,6.9,Maryland,MD,53675.0,False
3349,2011-03-06,2011,3,6,6,9,15039,8.0,Massachusetts,MA,60808.0,False
3350,2011-03-06,2011,3,6,6,9,15039,10.3,Michigan,MI,38763.0,False
3351,2011-03-06,2011,3,6,6,9,15039,6.6,Minnesota,MN,50148.0,False
3352,2011-03-06,2011,3,6,6,9,15039,10.2,Mississippi,MS,31688.0,False
3353,2011-03-06,2011,3,6,6,9,15039,9.1,Missouri,MO,42204.0,False
3354,2011-03-06,2011,3,6,6,9,15039,7.4,Montana,MT,37733.0,False
3355,2011-03-06,2011,3,6,6,9,15039,4.2,Nebraska,NE,49569.0,False
3356,2011-03-06,2011,3,6,6,9,15039,13.2,Nevada,NV,44589.0,False
3357,2011-03-06,2011,3,6,6,9,15039,5.2,New Hampshire,NH,48388.0,False
3358,2011-03-06,2011,3,6,6,9,15039,9.3,New Jersey,NJ,55023.0,False
3359,2011-03-06,2011,3,6,6,9,15039,8.1,New Mexico,NM,40297.0,False
3360,2011-03-06,2011,3,6,6,9,15039,8.0,New York,NY,61267.0,False
3361,2011-03-06,2011,3,6,6,9,15039,9.7,North Carolina,NC,43141.0,False
3362,2011-03-06,2011,3,6,6,9,15039,3.6,North Dakota,ND,52185.0,False
3363,2011-03-06,2011,3,6,6,9,15039,8.9,Ohio,OH,42667.0,False
3364,2011-03-06,2011,3,6,6,9,15039,6.1,Oklahoma,OK,38303.0,False
3365,2011-03-06,2011,3,6,6,9,15039,10.0,Oregon,OR,49601.0,False
3366,2011-03-06,2011,3,6,6,9,15039,7.8,Pennsylvania,PA,46387.0,False
3368,2011-03-06,2011,3,6,6,9,15039,11.0,Rhode Island,RI,46332.0,False
3369,2011-03-06,2011,3,6,6,9,15039,9.9,South Carolina,SC,35126.0,False
3370,2011-03-06,2011,3,6,6,9,15039,4.9,South Dakota,SD,45605.0,False
3371,2011-03-06,2011,3,6,6,9,15039,9.5,Tennessee,TN,3937.0,False
3372,2011-03-06,2011,3,6,6,9,15039,8.1,Texas,TX,47417.0,False
3373,2011-03-06,2011,3,6,6,9,15039,7.6,Utah,UT,415.0,False
3374,2011-03-06,2011,3,6,6,9,15039,5.4,Vermont,VT,4217.0,False
3375,2011-03-06,2011,3,6,6,9,15039,6.3,Virginia,VA,51946.0,False
3376,2011-03-06,2011,3,6,6,9,15039,9.2,Washington,WA,52679.0,False
3377,2011-03-06,2011,3,6,6,9,15039,9.1,West Virginia,WV,35368.0,False
3378,2011-03-06,2011,3,6,6,9,15039,7.4,Wisconsin,WI,44126.0,False
3379,2011-03-06,2011,3,6,6,9,15039,6.2,Wyoming,WY,64603.0,False
3380,2011-03-07,2011,3,7,0,10,15040,9.2,Alabama,AL,35913.0,False
3381,2011-03-07,2011,3,7,0,10,15040,7.4,Alaska,AK,69564.0,False
3382,2011-03-07,2011,3,7,0,10,15040,9.5,Arizona,AZ,37935.0,False
3383,2011-03-07,2011,3,7,0,10,15040,7.8,Arkansas,AR,34671.0,False
3384,2011-03-07,2011,3,7,0,10,15040,12.0,California,CA,51871.0,False
3385,2011-03-07,2011,3,7,0,10,15040,9.2,Colorado,CO,49254.0,False
3386,2011-03-07,2011,3,7,0,10,15040,9.1,Connecticut,CT,64906.0,False
3387,2011-03-07,2011,3,7,0,10,15040,8.4,Delaware,DE,62837.0,False
3388,2011-03-07,2011,3,7,0,10,15040,9.5,District of Columbia,DC,16803.0,False
3389,2011-03-07,2011,3,7,0,10,15040,11.1,Florida,FL,38604.0,False
3390,2011-03-07,2011,3,7,0,10,15040,10.0,Georgia,GA,42029.0,False
3391,2011-03-07,2011,3,7,0,10,15040,6.3,Hawaii,HI,49418.0,False
3392,2011-03-07,2011,3,7,0,10,15040,9.7,Idaho,ID,3462.0,False
3393,2011-03-07,2011,3,7,0,10,15040,8.8,Illinois,IL,50304.0,True
3394,2011-03-07,2011,3,7,0,10,15040,8.5,Indiana,IN,42996.0,False
3395,2011-03-07,2011,3,7,0,10,15040,6.1,Iowa,IA,45884.0,False
3396,2011-03-07,2011,3,7,0,10,15040,6.8,Kansas,KS,44243.0,False
3397,2011-03-07,2011,3,7,0,10,15040,10.2,Kentucky,KY,37579.0,False
3398,2011-03-07,2011,3,7,0,10,15040,8.1,Louisiana,LA,48599.0,False
3399,2011-03-07,2011,3,7,0,10,15040,7.6,Maine,ME,38352.0,False
3400,2011-03-07,2011,3,7,0,10,15040,6.9,Maryland,MD,53675.0,False
3401,2011-03-07,2011,3,7,0,10,15040,8.0,Massachusetts,MA,60808.0,False
3402,2011-03-07,2011,3,7,0,10,15040,10.3,Michigan,MI,38763.0,False
3403,2011-03-07,2011,3,7,0,10,15040,6.6,Minnesota,MN,50148.0,False
3404,2011-03-07,2011,3,7,0,10,15040,10.2,Mississippi,MS,31688.0,False
3405,2011-03-07,2011,3,7,0,10,15040,9.1,Missouri,MO,42204.0,False
3406,2011-03-07,2011,3,7,0,10,15040,7.4,Montana,MT,37733.0,False
3407,2011-03-07,2011,3,7,0,10,15040,4.2,Nebraska,NE,49569.0,False
3408,2011-03-07,2011,3,7,0,10,15040,13.2,Nevada,NV,44589.0,False
3409,2011-03-07,2011,3,7,0,10,15040,5.2,New Hampshire,NH,48388.0,False
3410,2011-03-07,2011,3,7,0,10,15040,9.3,New Jersey,NJ,55023.0,False
3411,2011-03-07,2011,3,7,0,10,15040,8.1,New Mexico,NM,40297.0,False
3412,2011-03-07,2011,3,7,0,10,15040,8.0,New York,NY,61267.0,False
3413,2011-03-07,2011,3,7,0,10,15040,9.7,North Carolina,NC,43141.0,False
3414,2011-03-07,2011,3,7,0,10,15040,3.6,North Dakota,ND,52185.0,False
3415,2011-03-07,2011,3,7,0,10,15040,8.9,Ohio,OH,42667.0,False
3416,2011-03-07,2011,3,7,0,10,15040,6.1,Oklahoma,OK,38303.0,False
3417,2011-03-07,2011,3,7,0,10,15040,10.0,Oregon,OR,49601.0,False
3418,2011-03-07,2011,3,7,0,10,15040,7.8,Pennsylvania,PA,46387.0,False
3420,2011-03-07,2011,3,7,0,10,15040,11.0,Rhode Island,RI,46332.0,False
3421,2011-03-07,2011,3,7,0,10,15040,9.9,South Carolina,SC,35126.0,False
3422,2011-03-07,2011,3,7,0,10,15040,4.9,South Dakota,SD,45605.0,False
3423,2011-03-07,2011,3,7,0,10,15040,9.5,Tennessee,TN,3937.0,False
3424,2011-03-07,2011,3,7,0,10,15040,8.1,Texas,TX,47417.0,False
3425,2011-03-07,2011,3,7,0,10,15040,7.6,Utah,UT,415.0,False
3426,2011-03-07,2011,3,7,0,10,15040,5.4,Vermont,VT,4217.0,False
3427,2011-03-07,2011,3,7,0,10,15040,6.3,Virginia,VA,51946.0,False
3428,2011-03-07,2011,3,7,0,10,15040,9.2,Washington,WA,52679.0,False
3429,2011-03-07,2011,3,7,0,10,15040,9.1,West Virginia,WV,35368.0,False
3430,2011-03-07,2011,3,7,0,10,15040,7.4,Wisconsin,WI,44126.0,False
3431,2011-03-07,2011,3,7,0,10,15040,6.2,Wyoming,WY,64603.0,False
3432,2011-03-08,2011,3,8,1,10,15041,9.2,Alabama,AL,35913.0,False
3433,2011-03-08,2011,3,8,1,10,15041,7.4,Alaska,AK,69564.0,False
3434,2011-03-08,2011,3,8,1,10,15041,9.5,Arizona,AZ,37935.0,False
3435,2011-03-08,2011,3,8,1,10,15041,7.8,Arkansas,AR,34671.0,False
3436,2011-03-08,2011,3,8,1,10,15041,12.0,California,CA,51871.0,False
3437,2011-03-08,2011,3,8,1,10,15041,9.2,Colorado,CO,49254.0,False
3438,2011-03-08,2011,3,8,1,10,15041,9.1,Connecticut,CT,64906.0,False
3439,2011-03-08,2011,3,8,1,10,15041,8.4,Delaware,DE,62837.0,False
3440,2011-03-08,2011,3,8,1,10,15041,9.5,District of Columbia,DC,16803.0,False
3441,2011-03-08,2011,3,8,1,10,15041,11.1,Florida,FL,38604.0,False
3442,2011-03-08,2011,3,8,1,10,15041,10.0,Georgia,GA,42029.0,False
3443,2011-03-08,2011,3,8,1,10,15041,6.3,Hawaii,HI,49418.0,False
3444,2011-03-08,2011,3,8,1,10,15041,9.7,Idaho,ID,3462.0,False
3445,2011-03-08,2011,3,8,1,10,15041,8.8,Illinois,IL,50304.0,False
3446,2011-03-08,2011,3,8,1,10,15041,8.5,Indiana,IN,42996.0,False
3447,2011-03-08,2011,3,8,1,10,15041,6.1,Iowa,IA,45884.0,False
3448,2011-03-08,2011,3,8,1,10,15041,6.8,Kansas,KS,44243.0,False
3449,2011-03-08,2011,3,8,1,10,15041,10.2,Kentucky,KY,37579.0,False
3450,2011-03-08,2011,3,8,1,10,15041,8.1,Louisiana,LA,48599.0,True
3451,2011-03-08,2011,3,8,1,10,15041,7.6,Maine,ME,38352.0,False
3452,2011-03-08,2011,3,8,1,10,15041,6.9,Maryland,MD,53675.0,False
3453,2011-03-08,2011,3,8,1,10,15041,8.0,Massachusetts,MA,60808.0,False
3454,2011-03-08,2011,3,8,1,10,15041,10.3,Michigan,MI,38763.0,False
3455,2011-03-08,2011,3,8,1,10,15041,6.6,Minnesota,MN,50148.0,False
3456,2011-03-08,2011,3,8,1,10,15041,10.2,Mississippi,MS,31688.0,False
3457,2011-03-08,2011,3,8,1,10,15041,9.1,Missouri,MO,42204.0,False
3458,2011-03-08,2011,3,8,1,10,15041,7.4,Montana,MT,37733.0,False
3459,2011-03-08,2011,3,8,1,10,15041,4.2,Nebraska,NE,49569.0,False
3460,2011-03-08,2011,3,8,1,10,15041,13.2,Nevada,NV,44589.0,False
3461,2011-03-08,2011,3,8,1,10,15041,5.2,New Hampshire,NH,48388.0,False
3462,2011-03-08,2011,3,8,1,10,15041,9.3,New Jersey,NJ,55023.0,False
3463,2011-03-08,2011,3,8,1,10,15041,8.1,New Mexico,NM,40297.0,False
3464,2011-03-08,2011,3,8,1,10,15041,8.0,New York,NY,61267.0,False
3465,2011-03-08,2011,3,8,1,10,15041,9.7,North Carolina,NC,43141.0,False
3466,2011-03-08,2011,3,8,1,10,15041,3.6,North Dakota,ND,52185.0,False
3467,2011-03-08,2011,3,8,1,10,15041,8.9,Ohio,OH,42667.0,False
3468,2011-03-08,2011,3,8,1,10,15041,6.1,Oklahoma,OK,38303.0,False
3469,2011-03-08,2011,3,8,1,10,15041,10.0,Oregon,OR,49601.0,False
3470,2011-03-08,2011,3,8,1,10,15041,7.8,Pennsylvania,PA,46387.0,False
3472,2011-03-08,2011,3,8,1,10,15041,11.0,Rhode Island,RI,46332.0,False
3473,2011-03-08,2011,3,8,1,10,15041,9.9,South Carolina,SC,35126.0,False
3474,2011-03-08,2011,3,8,1,10,15041,4.9,South Dakota,SD,45605.0,False
3475,2011-03-08,2011,3,8,1,10,15041,9.5,Tennessee,TN,3937.0,False
3476,2011-03-08,2011,3,8,1,10,15041,8.1,Texas,TX,47417.0,False
3477,2011-03-08,2011,3,8,1,10,15041,7.6,Utah,UT,415.0,False
3478,2011-03-08,2011,3,8,1,10,15041,5.4,Vermont,VT,4217.0,False
3479,2011-03-08,2011,3,8,1,10,15041,6.3,Virginia,VA,51946.0,False
3480,2011-03-08,2011,3,8,1,10,15041,9.2,Washington,WA,52679.0,False
3481,2011-03-08,2011,3,8,1,10,15041,9.1,West Virginia,WV,35368.0,False
3482,2011-03-08,2011,3,8,1,10,15041,7.4,Wisconsin,WI,44126.0,False
3483,2011-03-08,2011,3,8,1,10,15041,6.2,Wyoming,WY,64603.0,False
3484,2011-03-09,2011,3,9,2,10,15042,9.2,Alabama,AL,35913.0,False
3485,2011-03-09,2011,3,9,2,10,15042,7.4,Alaska,AK,69564.0,False
3486,2011-03-09,2011,3,9,2,10,15042,9.5,Arizona,AZ,37935.0,False
3487,2011-03-09,2011,3,9,2,10,15042,7.8,Arkansas,AR,34671.0,False
3488,2011-03-09,2011,3,9,2,10,15042,12.0,California,CA,51871.0,False
3489,2011-03-09,2011,3,9,2,10,15042,9.2,Colorado,CO,49254.0,False
3490,2011-03-09,2011,3,9,2,10,15042,9.1,Connecticut,CT,64906.0,False
3491,2011-03-09,2011,3,9,2,10,15042,8.4,Delaware,DE,62837.0,False
3492,2011-03-09,2011,3,9,2,10,15042,9.5,District of Columbia,DC,16803.0,False
3493,2011-03-09,2011,3,9,2,10,15042,11.1,Florida,FL,38604.0,False
3494,2011-03-09,2011,3,9,2,10,15042,10.0,Georgia,GA,42029.0,False
3495,2011-03-09,2011,3,9,2,10,15042,6.3,Hawaii,HI,49418.0,False
3496,2011-03-09,2011,3,9,2,10,15042,9.7,Idaho,ID,3462.0,False
3497,2011-03-09,2011,3,9,2,10,15042,8.8,Illinois,IL,50304.0,False
3498,2011-03-09,2011,3,9,2,10,15042,8.5,Indiana,IN,42996.0,False
3499,2011-03-09,2011,3,9,2,10,15042,6.1,Iowa,IA,45884.0,False
3500,2011-03-09,2011,3,9,2,10,15042,6.8,Kansas,KS,44243.0,False
3501,2011-03-09,2011,3,9,2,10,15042,10.2,Kentucky,KY,37579.0,False
3502,2011-03-09,2011,3,9,2,10,15042,8.1,Louisiana,LA,48599.0,False
3503,2011-03-09,2011,3,9,2,10,15042,7.6,Maine,ME,38352.0,False
3504,2011-03-09,2011,3,9,2,10,15042,6.9,Maryland,MD,53675.0,False
3505,2011-03-09,2011,3,9,2,10,15042,8.0,Massachusetts,MA,60808.0,False
3506,2011-03-09,2011,3,9,2,10,15042,10.3,Michigan,MI,38763.0,False
3507,2011-03-09,2011,3,9,2,10,15042,6.6,Minnesota,MN,50148.0,False
3508,2011-03-09,2011,3,9,2,10,15042,10.2,Mississippi,MS,31688.0,False
3509,2011-03-09,2011,3,9,2,10,15042,9.1,Missouri,MO,42204.0,False
3510,2011-03-09,2011,3,9,2,10,15042,7.4,Montana,MT,37733.0,False
3511,2011-03-09,2011,3,9,2,10,15042,4.2,Nebraska,NE,49569.0,False
3512,2011-03-09,2011,3,9,2,10,15042,13.2,Nevada,NV,44589.0,False
3513,2011-03-09,2011,3,9,2,10,15042,5.2,New Hampshire,NH,48388.0,False
3514,2011-03-09,2011,3,9,2,10,15042,9.3,New Jersey,NJ,55023.0,False
3515,2011-03-09,2011,3,9,2,10,15042,8.1,New Mexico,NM,40297.0,False
3516,2011-03-09,2011,3,9,2,10,15042,8.0,New York,NY,61267.0,False
3517,2011-03-09,2011,3,9,2,10,15042,9.7,North Carolina,NC,43141.0,False
3518,2011-03-09,2011,3,9,2,10,15042,3.6,North Dakota,ND,52185.0,False
3519,2011-03-09,2011,3,9,2,10,15042,8.9,Ohio,OH,42667.0,False
3520,2011-03-09,2011,3,9,2,10,15042,6.1,Oklahoma,OK,38303.0,False
3521,2011-03-09,2011,3,9,2,10,15042,10.0,Oregon,OR,49601.0,False
3522,2011-03-09,2011,3,9,2,10,15042,7.8,Pennsylvania,PA,46387.0,False
3524,2011-03-09,2011,3,9,2,10,15042,11.0,Rhode Island,RI,46332.0,False
3525,2011-03-09,2011,3,9,2,10,15042,9.9,South Carolina,SC,35126.0,False
3526,2011-03-09,2011,3,9,2,10,15042,4.9,South Dakota,SD,45605.0,False
3527,2011-03-09,2011,3,9,2,10,15042,9.5,Tennessee,TN,3937.0,False
3528,2011-03-09,2011,3,9,2,10,15042,8.1,Texas,TX,47417.0,False
3529,2011-03-09,2011,3,9,2,10,15042,7.6,Utah,UT,415.0,False
3530,2011-03-09,2011,3,9,2,10,15042,5.4,Vermont,VT,4217.0,False
3531,2011-03-09,2011,3,9,2,10,15042,6.3,Virginia,VA,51946.0,False
3532,2011-03-09,2011,3,9,2,10,15042,9.2,Washington,WA,52679.0,False
3533,2011-03-09,2011,3,9,2,10,15042,9.1,West Virginia,WV,35368.0,False
3534,2011-03-09,2011,3,9,2,10,15042,7.4,Wisconsin,WI,44126.0,False
3535,2011-03-09,2011,3,9,2,10,15042,6.2,Wyoming,WY,64603.0,False
3536,2011-03-10,2011,3,10,3,10,15043,9.2,Alabama,AL,35913.0,False
3537,2011-03-10,2011,3,10,3,10,15043,7.4,Alaska,AK,69564.0,False
3538,2011-03-10,2011,3,10,3,10,15043,9.5,Arizona,AZ,37935.0,False
3539,2011-03-10,2011,3,10,3,10,15043,7.8,Arkansas,AR,34671.0,False
3540,2011-03-10,2011,3,10,3,10,15043,12.0,California,CA,51871.0,False
3541,2011-03-10,2011,3,10,3,10,15043,9.2,Colorado,CO,49254.0,False
3542,2011-03-10,2011,3,10,3,10,15043,9.1,Connecticut,CT,64906.0,False
3543,2011-03-10,2011,3,10,3,10,15043,8.4,Delaware,DE,62837.0,False
3544,2011-03-10,2011,3,10,3,10,15043,9.5,District of Columbia,DC,16803.0,False
3545,2011-03-10,2011,3,10,3,10,15043,11.1,Florida,FL,38604.0,False
3546,2011-03-10,2011,3,10,3,10,15043,10.0,Georgia,GA,42029.0,False
